IP,Country,class
164.132.56.213,IT,normal
164.132.74.63,IT,normal
164.132.80.80,IT,normal
164.151.16.2,ZA,anomaly
164.153.241.154,US,normal
164.160.12.37,JP,normal
164.39.152.47,GB,normal
164.77.70.62,CL,normal
164.8.9.11,SI,normal
164.8.9.13,SI,normal
164.82.32.13,US,normal
165.117.232.82,US,normal
165.117.232.83,US,normal
165.12.252.111,AU,normal
165.12.252.111,AU,anomaly
165.138.132.36,US,normal
165.144.230.90,ZA,normal
165.155.200.17,US,anomaly
165.189.21.155,US,normal
165.197.221.5,US,anomaly
165.197.221.6,US,anomaly
165.212.145.3,US,normal
165.225.104.64,US,anomaly
165.225.104.64,US,normal
165.225.104.71,US,normal
165.225.104.76,US,anomaly
165.225.104.79,US,anomaly
165.225.104.86,US,anomaly
165.225.32.76,US,normal
165.225.32.84,US,anomaly
165.225.34.55,US,normal
165.225.34.95,US,normal
165.225.66.51,US,anomaly
165.225.66.64,US,normal
165.225.72.71,US,anomaly
165.225.72.90,US,normal
165.225.72.95,US,normal
165.225.72.96,US,anomaly
165.225.80.114,US,normal
165.225.80.166,US,normal
165.225.80.59,US,anomaly
165.225.80.64,US,anomaly
165.225.98.95,US,anomaly
165.228.179.73,AU,normal
165.228.236.145,AU,normal
165.231.101.209,GN,anomaly
165.231.103.139,GN,anomaly
165.231.103.142,GN,anomaly
165.231.103.249,GN,normal
165.231.103.81,GN,anomaly
165.231.105.124,GN,normal
165.231.105.92,GN,anomaly
165.231.108.133,GN,normal
165.231.108.171,GN,normal
165.231.108.3,GN,normal
165.231.80.170,GN,anomaly
165.231.80.51,GN,normal
165.231.83.22,GN,anomaly
165.231.83.82,GN,normal
165.231.84.105,GN,anomaly
165.231.87.110,GN,anomaly
165.231.87.143,GN,normal
165.231.87.33,GN,normal
165.231.87.42,GN,normal
165.231.92.127,GN,anomaly
165.231.92.154,GN,normal
165.231.92.155,GN,normal
165.231.95.185,GN,normal
165.231.95.18,GN,normal
165.231.95.198,GN,normal
165.231.95.220,GN,normal
165.231.95.22,GN,anomaly
165.231.95.22,GN,anomaly
165.231.95.232,GN,anomaly
165.231.95.64,GN,anomaly
165.231.96.137,GN,anomaly
165.231.96.143,GN,anomaly
165.231.96.176,GN,anomaly
165.231.96.206,GN,anomaly
165.231.96.206,GN,normal
165.231.96.206,GN,normal
165.231.96.206,GN,normal
165.231.96.229,GN,normal
165.231.96.229,GN,normal
165.231.96.70,GN,normal
165.231.99.147,GN,normal
165.234.211.69,US,normal
165.24.201.122,US,normal
165.255.115.161,US,anomaly
165.255.125.115,US,anomaly
165.255.139.138,US,anomaly
165.255.159.230,US,normal
165.255.203.73,US,anomaly
165.255.250.63,US,anomaly
165.72.200.11,US,normal
165.84.169.134,NZ,anomaly
165.91.165.219,US,normal
166.137.97.100,US,normal
166.137.97.72,US,normal
166.137.98.45,US,normal
166.181.80.159,US,normal
166.181.82.230,US,normal
166.181.82.254,US,anomaly
166.181.82.97,US,normal
166.181.83.141,US,normal
166.182.80.97,US,normal
166.182.81.191,US,anomaly
166.62.250.26,US,anomaly
166.64.1.2,AU,anomaly
166.64.3.2,AU,anomaly
166.78.241.174,,anomaly
166.88.105.95,US,normal
166.88.110.123,US,anomaly
166.88.110.57,US,anomaly
166.88.124.235,US,anomaly
166.88.4.253,US,normal
166.88.4.253,US,normal
167.1.173.21,US,normal
167.1.174.21,US,normal
167.102.227.254,US,anomaly
167.104.7.3,US,normal
167.114.201.109,US,normal
167.114.201.109,US,normal
167.114.201.109,US,normal
167.114.201.109,US,anomaly
167.114.201.109,US,normal
167.114.219.241,US,anomaly
167.114.219.241,US,normal
167.114.222.205,US,normal
167.114.222.205,US,normal
167.114.222.205,US,anomaly
167.114.222.205,US,normal
167.114.65.240,US,normal
167.115.115.2,US,normal
167.127.218.174,US,normal
167.154.168.80,US,anomaly
167.155.144.16,US,anomaly
167.160.102.195,US,anomaly
167.160.102.205,US,anomaly
167.160.102.252,US,anomaly
167.160.120.23,US,normal
167.160.122.184,US,anomaly
167.160.122.226,US,anomaly
167.206.181.179,US,normal
167.219.88.140,US,normal
167.234.14.243,US,anomaly
167.83.130.21,US,anomaly
167.91.2.227,US,anomaly
168.10.169.2,US,normal
168.10.184.100,US,normal
168.10.184.100,US,anomaly
168.1.6.9,CH,anomaly
168.1.79.116,CH,anomaly
168.140.181.4,AU,anomaly
168.166.80.214,US,normal
168.167.189.239,BW,anomaly
168.168.33.250,US,normal
168.169.223.85,US,normal
168.181.120.70,US,normal
168.187.210.250,KW,normal
168.195.0.28,,normal
168.215.129.75,US,normal
168.235.1.4,US,anomaly
168.235.196.131,,anomaly
168.235.196.131,,normal
168.235.196.137,,anomaly
168.235.196.159,,anomaly
168.235.196.173,,normal
168.235.196.188,,anomaly
168.235.196.190,,normal
168.235.196.204,,anomaly
168.235.196.228,,normal
168.235.196.228,,anomaly
168.235.196.229,,anomaly
168.235.196.25,,anomaly
168.235.196.39,,anomaly
168.235.196.53,,normal
168.235.197.101,,anomaly
168.235.197.104,,normal
168.235.197.105,,normal
168.235.197.108,,normal
168.235.197.122,,normal
168.235.197.153,,normal
168.235.197.161,,anomaly
168.235.197.195,,anomaly
168.235.197.217,,anomaly
168.235.197.218,,normal
168.235.197.218,,normal
168.235.197.219,,normal
168.235.197.236,,anomaly
168.235.197.248,,anomaly
168.235.197.251,,anomaly
168.235.197.43,,anomaly
168.235.197.45,,anomaly
168.235.197.67,,normal
168.235.197.69,,normal
168.235.197.77,,normal
168.235.197.89,,normal
168.235.197.89,,anomaly
168.235.197.92,,normal
168.235.206.65,,anomaly
168.235.207.100,,anomaly
168.235.207.137,,anomaly
168.235.207.139,,anomaly
168.235.207.154,,anomaly
168.235.207.158,,normal
168.235.207.181,,anomaly
168.235.207.203,,normal
168.235.207.225,,normal
168.235.207.22,,normal
168.235.207.235,,anomaly
168.235.207.235,,normal
168.235.207.242,,normal
168.235.207.243,,anomaly
168.235.207.244,,normal
168.235.207.27,,anomaly
168.235.207.35,,normal
168.235.207.80,,normal
168.235.207.84,,normal
168.235.207.89,,normal
168.235.93.190,,normal
168.240.9.4,US,normal
168.253.242.20,,anomaly
168.253.242.253,,anomaly
168.39.0.194,US,normal
168.62.205.254,US,anomaly
168.62.205.254,US,normal
168.71.235.22,US,normal
168.8.200.2,US,normal
168.88.224.103,US,normal
168.9.25.28,US,normal
169.0.190.208,US,anomaly
169.1.192.221,US,normal
169.1.75.157,US,normal
169.1.85.183,US,normal
169.145.197.11,US,normal
169.149.200.18,US,normal
169.159.106.14,,normal
169.159.200.2,,anomaly
169.159.64.7,,normal
169.159.98.55,,normal
169.237.26.231,US,normal
169.253.194.1,US,anomaly
169.255.184.162,,normal
169.255.184.220,,anomaly
169.255.184.233,,normal
169.255.184.247,,normal
169.255.184.252,,anomaly
169.255.185.16,,normal
169.255.185.175,,anomaly
169.255.185.242,,anomaly
169.255.187.146,,anomaly
169.50.116.254,CH,anomaly
169.54.5.101,CH,anomaly
170.134.55.1,US,normal
170.135.176.108,US,anomaly
170.135.176.108,US,normal
170.135.241.45,US,anomaly
170.138.104.250,US,anomaly
170.140.102.113,US,normal
170.146.221.73,US,anomaly
170.148.215.157,US,anomaly
170.161.62.131,US,anomaly
170.202.22.1,US,anomaly
170.223.207.21,US,anomaly
170.248.173.247,US,normal
170.250.0.24,US,normal
170.252.127.33,US,anomaly
170.29.64.4,US,normal
170.72.39.52,US,normal
170.75.32.5,US,anomaly
170.97.167.69,US,normal
171.100.24.214,TH,anomaly
171.101.158.85,TH,normal
171.116.57.176,CN,anomaly
171.159.64.10,US,anomaly
171.161.160.10,US,normal
171.232.148.27,VN,anomaly
171.233.140.133,VN,normal
171.233.140.133,VN,anomaly
171.233.140.133,VN,normal
171.233.162.239,VN,normal
171.233.72.127,VN,anomaly
171.233.8.61,VN,anomaly
171.244.8.110,VN,normal
171.246.128.66,VN,anomaly
171.247.110.193,VN,normal
171.250.117.93,VN,normal
171.250.177.228,VN,anomaly
171.252.101.16,VN,anomaly
171.253.24.221,VN,normal
171.255.12.116,VN,anomaly
171.35.21.88,CN,anomaly
171.4.248.204,TH,anomaly
171.4.249.174,TH,anomaly
171.4.251.87,TH,normal
171.48.110.28,IN,anomaly
171.48.11.183,IN,anomaly
171.48.71.168,IN,normal
171.48.74.39,IN,normal
171.49.159.17,IN,anomaly
171.49.195.244,IN,anomaly
171.50.181.28,IN,normal
171.50.211.122,IN,normal
171.51.165.215,IN,normal
171.60.222.174,IN,normal
171.6.250.113,TH,normal
171.61.121.62,IN,normal
171.61.146.63,IN,normal
171.61.158.197,IN,anomaly
171.61.93.163,IN,normal
171.7.129.166,TH,normal
171.7.248.76,TH,normal
171.76.151.254,IN,normal
171.79.123.137,IN,normal
171.96.170.96,TH,anomaly
171.96.171.123,TH,anomaly
171.97.157.39,TH,anomaly
171.97.250.245,TH,normal
171.97.75.65,TH,normal
171.97.9.213,TH,anomaly
171.98.4.249,TH,normal
171.98.57.132,TH,normal
171.99.225.143,TH,normal
172.0.41.224,,normal
172.10.237.199,,normal
172.1.34.22,,normal
172.102.203.74,,anomaly
172.106.79.19,,normal
172.106.79.19,,anomaly
172.11.207.19,,normal
172.11.88.142,,anomaly
172.112.189.102,,normal
172.113.97.112,,normal
172.115.50.42,,normal
172.12.110.102,,normal
172.125.252.8,,normal
172.125.252.8,,anomaly
172.14.129.81,,anomaly
172.14.16.88,,normal
172.14.254.12,,anomaly
172.218.204.190,,anomaly
172.218.31.35,,anomaly
172.219.182.239,,anomaly
172.241.172.198,,anomaly
172.241.20.158,,normal
172.242.100.183,,normal
172.243.253.236,,normal
172.245.10.170,,anomaly
172.245.10.170,,normal
172.245.103.105,,anomaly
172.245.103.94,,normal
172.245.113.13,,normal
172.245.1.23,,normal
172.245.14.221,,normal
172.245.142.76,,anomaly
172.245.174.122,,normal
172.245.174.122,,normal
172.245.174.79,,normal
172.245.174.99,,anomaly
172.245.193.19,,anomaly
172.245.194.93,,normal
172.245.195.153,,anomaly
172.245.196.202,,anomaly
172.245.82.109,,anomaly
172.245.82.109,,anomaly
172.245.82.38,,anomaly
172.245.82.9,,anomaly
172.245.92.75,,normal
172.245.93.151,,normal
172.245.99.202,,anomaly
172.246.248.48,,anomaly
172.246.251.62,,anomaly
172.246.253.132,,anomaly
172.246.72.181,,anomaly
172.247.36.4,,normal
172.249.166.79,,anomaly
172.249.231.215,,normal
172.249.73.82,,anomaly
172.250.25.118,,anomaly
172.251.67.176,,anomaly
172.56.11.172,,anomaly
172.56.11.1,,normal
172.56.12.170,,anomaly
172.56.12.64,,anomaly
172.56.13.153,,normal
172.56.13.165,,anomaly
172.56.13.171,,normal
172.56.13.174,,anomaly
172.56.13.231,,anomaly
172.56.13.248,,normal
172.56.14.156,,anomaly
172.56.14.21,,anomaly
172.56.14.238,,anomaly
172.56.14.98,,normal
172.56.15.100,,anomaly
172.56.15.18,,anomaly
172.56.15.55,,normal
172.56.16.129,,normal
172.56.16.158,,anomaly
172.56.16.89,,normal
172.56.16.98,,anomaly
172.56.17.167,,anomaly
172.56.17.175,,anomaly
172.56.17.194,,anomaly
172.56.17.202,,anomaly
172.56.17.242,,anomaly
172.56.17.89,,normal
172.56.17.9,,anomaly
172.56.19.168,,normal
172.56.2.117,,normal
172.56.21.31,,normal
172.56.2.138,,normal
172.56.2.175,,normal
172.56.22.50,,anomaly
172.56.23.156,,normal
172.56.23.237,,anomaly
172.56.26.110,,anomaly
172.56.26.253,,normal
172.56.27.171,,anomaly
172.56.27.188,,anomaly
172.56.27.247,,normal
172.56.27.253,,normal
172.56.27.40,,anomaly
172.56.28.38,,anomaly
172.56.30.128,,normal
172.56.30.215,,normal
172.56.31.100,,anomaly
172.56.31.183,,normal
172.56.31.225,,anomaly
172.56.3.122,,anomaly
172.56.32.189,,normal
172.56.34.230,,normal
172.56.35.119,,anomaly
172.56.35.176,,normal
172.56.35.177,,normal
172.56.35.92,,normal
172.56.36.138,,normal
172.56.37.230,,normal
172.56.38.173,,anomaly
172.56.39.154,,normal
172.56.39.202,,anomaly
172.56.39.73,,anomaly
172.56.39.93,,anomaly
172.56.39.94,,normal
172.56.40.154,,normal
172.56.40.192,,normal
172.56.41.38,,normal
172.56.42.130,,anomaly
172.56.42.1,,normal
172.56.4.255,,normal
172.56.4.76,,normal
172.56.5.221,,normal
172.56.5.40,,normal
172.56.5.88,,normal
172.56.6.193,,anomaly
172.56.7.253,,anomaly
172.56.7.255,,normal
172.58.104.189,,anomaly
172.58.104.202,,normal
172.58.104.229,,normal
172.58.104.60,,anomaly
172.58.105.153,,normal
172.58.105.70,,anomaly
172.58.107.17,,normal
172.58.107.193,,normal
172.58.110.146,,normal
172.58.110.169,,anomaly
172.58.110.239,,anomaly
172.58.111.36,,anomaly
172.58.136.173,,anomaly
172.58.137.197,,anomaly
172.58.139.188,,anomaly
172.58.139.69,,normal
172.58.139.96,,normal
172.58.140.148,,anomaly
172.58.140.238,,normal
172.58.140.48,,normal
172.58.144.154,,normal
172.58.144.228,,anomaly
172.58.145.155,,normal
172.58.145.169,,normal
172.58.145.215,,anomaly
172.58.145.64,,anomaly
172.58.145.99,,anomaly
172.58.152.4,,anomaly
172.58.153.103,,normal
172.58.153.163,,normal
172.58.153.242,,normal
172.58.153.49,,normal
172.58.153.82,,anomaly
172.58.168.214,,normal
172.58.168.232,,normal
172.58.169.105,,anomaly
172.58.169.34,,normal
172.58.171.68,,normal
172.58.172.103,,anomaly
172.58.172.162,,anomaly
172.58.172.22,,anomaly
172.58.184.87,,normal
172.58.185.201,,normal
172.58.185.247,,anomaly
172.58.19.162,,anomaly
172.58.200.166,,anomaly
172.58.200.196,,normal
172.58.200.225,,anomaly
172.58.201.14,,normal
172.58.201.151,,normal
172.58.216.10,,normal
172.58.216.163,,anomaly
172.58.216.226,,anomaly
172.58.216.43,,normal
172.58.216.68,,normal
172.58.216.84,,anomaly
172.58.217.250,,normal
172.58.22.198,,anomaly
172.58.22.228,,normal
172.58.23.117,,anomaly
172.58.24.141,,anomaly
172.58.24.18,,normal
172.58.24.213,,normal
172.58.24.244,,normal
172.58.25.210,,anomaly
172.58.25.93,,anomaly
172.58.33.252,,anomaly
172.58.33.32,,anomaly
172.58.40.160,,anomaly
172.58.40.251,,anomaly
172.58.41.195,,normal
172.58.56.166,,normal
172.58.56.83,,anomaly
172.58.59.157,,anomaly
172.58.59.158,,normal
172.58.73.126,,anomaly
172.58.97.234,,anomaly
172.72.156.240,,normal
172.73.223.126,,anomaly
172.73.61.247,,normal
172.75.236.231,,normal
172.80.125.136,,normal
172.8.120.151,,normal
172.81.157.74,,anomaly
172.85.47.134,,anomaly
172.88.174.209,,normal
172.88.190.193,,anomaly
172.89.223.135,,anomaly
172.89.223.135,,normal
172.90.73.72,,normal
172.90.74.216,,normal
172.91.155.34,,anomaly
172.93.188.139,,normal
172.93.188.140,,anomaly
172.93.188.153,,anomaly
172.93.188.204,,normal
172.93.188.237,,normal
172.93.188.32,,anomaly
172.94.46.7,,normal
172.96.113.132,,normal
172.96.113.132,,anomaly
172.97.132.32,,normal
172.98.67.80,,anomaly
172.98.84.199,,normal
172.98.85.38,,anomaly
172.98.86.235,,anomaly
173.0.117.29,US,anomaly
173.11.151.170,US,anomaly
173.11.93.50,US,anomaly
173.12.216.65,US,normal
173.13.114.113,US,anomaly
173.13.31.98,US,anomaly
173.160.108.105,US,normal
173.160.120.41,US,anomaly
173.16.181.32,US,anomaly
173.164.218.92,US,normal
173.165.160.9,US,normal
173.166.5.177,US,normal
173.167.178.67,US,anomaly
173.167.237.145,US,normal
173.17.169.4,US,anomaly
173.172.134.164,US,normal
173.172.204.20,US,normal
173.173.111.64,US,anomaly
173.174.159.173,US,anomaly
173.175.154.140,US,anomaly
173.175.60.233,US,normal
173.179.183.192,CA,normal
173.179.49.104,CA,anomaly
173.180.203.199,CA,normal
173.180.57.140,CA,normal
173.180.69.28,CA,anomaly
173.18.145.52,US,normal
173.18.235.122,US,normal
173.182.154.206,CA,anomaly
173.186.66.25,US,anomaly
173.189.188.113,US,normal
173.191.248.41,US,normal
173.197.64.26,US,anomaly
173.197.88.133,US,anomaly
173.198.44.162,US,normal
173.20.101.62,US,anomaly
173.20.156.44,US,anomaly
173.20.230.190,US,normal
173.2.161.52,US,anomaly
173.2.255.163,US,normal
173.206.155.254,CA,anomaly
173.208.129.218,US,anomaly
173.208.129.218,US,anomaly
173.21.50.175,US,anomaly
173.216.103.72,US,anomaly
173.217.218.77,US,normal
173.218.204.120,US,normal
173.219.159.82,US,anomaly
173.219.85.45,US,normal
173.220.139.246,US,normal
173.220.34.122,US,normal
173.220.76.114,US,normal
173.224.162.96,US,anomaly
173.225.211.70,KY,anomaly
173.227.6.66,US,normal
173.230.137.130,US,normal
173.230.145.135,US,anomaly
173.230.177.136,CA,anomaly
173.230.177.136,CA,normal
173.234.216.70,US,anomaly
173.234.244.162,US,anomaly
173.234.59.111,US,normal
173.238.118.166,CA,anomaly
173.238.56.32,CA,normal
173.238.56.32,CA,anomaly
173.24.45.241,US,normal
173.242.107.248,US,normal
173.242.97.212,US,anomaly
173.247.193.180,US,normal
173.247.233.250,US,normal
173.247.233.251,US,normal
173.254.207.154,US,normal
173.254.207.155,US,normal
173.254.226.147,US,normal
173.254.239.247,US,normal
173.254.243.183,US,normal
173.254.249.75,US,anomaly
173.254.249.91,US,normal
173.255.139.155,US,anomaly
173.26.146.49,US,anomaly
173.27.2.228,US,anomaly
173.27.24.168,US,anomaly
173.28.126.233,US,anomaly
173.30.119.173,US,normal
173.30.164.109,US,normal
173.34.169.90,CA,normal
173.44.147.150,US,anomaly
173.44.184.181,US,anomaly
173.44.40.45,US,normal
173.44.51.233,US,anomaly
173.44.52.173,US,normal
173.44.52.173,US,normal
173.44.52.173,US,normal
173.44.52.173,US,anomaly
173.44.52.173,US,normal
173.44.52.38,US,anomaly
173.44.52.38,US,normal
173.44.52.38,US,normal
173.44.52.38,US,normal
173.44.52.38,US,normal
173.44.52.38,US,anomaly
173.44.52.38,US,normal
173.48.102.183,US,anomaly
173.48.234.129,US,normal
173.48.94.180,US,anomaly
173.49.86.59,US,normal
173.52.53.9,US,anomaly
173.54.38.113,US,normal
173.57.153.247,US,anomaly
173.57.66.101,US,normal
173.59.15.132,US,anomaly
173.59.33.186,US,normal
173.61.45.7,US,anomaly
173.61.71.185,US,anomaly
173.65.182.74,US,anomaly
173.66.102.149,US,normal
173.66.180.248,US,normal
173.67.133.4,US,anomaly
173.68.134.146,US,normal
173.69.147.117,US,normal
173.69.154.254,US,anomaly
173.69.159.175,US,normal
173.69.173.210,US,anomaly
173.71.126.220,US,normal
173.72.98.230,US,anomaly
173.73.140.101,US,anomaly
173.74.198.148,US,anomaly
173.74.33.2,US,anomaly
173.75.219.148,US,normal
173.79.181.24,US,normal
173.79.212.31,US,normal
173.79.28.190,US,normal
173.80.14.156,US,anomaly
173.8.124.157,US,normal
173.8.250.185,US,anomaly
173.81.137.61,US,anomaly
173.85.231.98,US,normal
173.87.179.96,US,normal
173.87.36.196,US,normal
173.89.75.61,US,normal
173.90.204.105,US,anomaly
173.9.104.41,US,normal
173.9.180.45,US,anomaly
173.9.25.97,US,anomaly
173.9.32.60,US,anomaly
173.91.199.199,US,normal
173.93.144.26,US,normal
173.94.172.30,US,anomaly
173.94.233.102,US,normal
174.0.249.192,CA,anomaly
174.100.161.50,US,anomaly
174.1.5.25,CA,anomaly
174.104.249.233,US,anomaly
174.105.78.143,US,anomaly
174.106.205.155,US,anomaly
174.107.129.213,US,anomaly
174.108.70.42,US,anomaly
174.111.192.16,US,normal
174.112.169.85,CA,anomaly
174.112.216.22,CA,normal
174.112.61.177,CA,anomaly
174.113.129.226,CA,anomaly
174.113.214.17,CA,normal
174.114.151.71,CA,anomaly
174.114.190.112,CA,normal
174.114.255.184,CA,normal
174.114.255.184,CA,anomaly
174.114.79.178,CA,normal
174.116.17.50,CA,normal
174.116.74.250,CA,anomaly
174.117.172.46,CA,normal
174.118.16.179,CA,anomaly
174.125.246.124,US,normal
174.125.255.170,US,anomaly
174.125.26.121,US,normal
174.126.217.102,US,normal
174.127.160.2,US,normal
174.127.99.217,US,anomaly
174.130.1.222,US,anomaly
174.137.110.37,US,anomaly
174.139.203.58,US,anomaly
174.139.28.114,US,anomaly
174.139.30.243,US,anomaly
174.139.3.162,US,normal
174.140.170.32,US,anomaly
174.16.189.246,US,anomaly
174.17.218.89,US,normal
174.18.5.86,US,anomaly
174.19.101.189,US,normal
174.192.11.228,US,anomaly
174.192.2.134,US,normal
174.192.4.135,US,normal
174.195.1.24,US,normal
174.195.132.247,US,anomaly
174.196.133.199,US,normal
174.197.10.94,US,anomaly
174.198.0.151,US,normal
174.198.10.128,US,anomaly
174.198.13.98,US,anomaly
174.198.15.142,US,normal
174.198.6.42,US,anomaly
174.200.11.253,US,anomaly
174.200.1.6,US,normal
174.200.9.253,US,normal
174.2.248.100,CA,anomaly
174.201.21.94,US,normal
174.201.22.141,US,anomaly
174.201.6.186,US,normal
174.201.8.53,US,normal
174.201.8.83,US,anomaly
174.21.13.119,US,normal
174.21.14.56,US,normal
174.218.1.190,US,anomaly
174.218.128.9,US,anomaly
174.218.131.223,US,anomaly
174.218.135.77,US,normal
174.218.6.30,US,normal
174.219.140.134,US,anomaly
174.219.143.156,US,anomaly
174.219.4.120,US,normal
174.219.4.177,US,normal
174.219.5.212,US,normal
174.22.195.252,US,normal
174.223.10.101,US,normal
174.223.130.74,US,normal
174.223.132.58,US,anomaly
174.223.133.239,US,normal
174.223.2.97,US,anomaly
174.23.92.35,US,anomaly
174.24.102.209,US,normal
174.24.164.241,US,normal
174.26.153.213,US,anomaly
174.26.68.23,US,normal
174.28.135.89,US,anomaly
174.29.191.251,US,anomaly
174.3.122.184,CA,normal
174.3.69.146,CA,normal
174.31.98.178,US,anomaly
174.31.99.73,US,normal
174.32.90.246,US,normal
174.34.192.155,US,normal
174.44.217.242,US,anomaly
174.46.7.131,US,normal
174.47.128.253,US,normal
174.47.21.130,US,anomaly
174.48.178.138,US,normal
174.49.9.76,US,normal
174.50.237.221,US,normal
174.52.102.136,US,normal
174.52.134.132,US,normal
174.53.225.61,US,anomaly
174.54.177.239,US,normal
174.54.18.165,US,anomaly
174.56.122.153,US,anomaly
174.56.80.71,US,normal
174.57.123.130,US,anomaly
174.59.15.51,US,anomaly
174.6.216.134,CA,anomaly
174.61.25.34,US,normal
174.64.139.40,US,normal
174.66.31.152,US,normal
174.67.193.157,US,normal
174.67.194.31,US,normal
174.67.217.140,US,anomaly
174.69.245.62,US,anomaly
174.69.70.171,US,anomaly
174.7.120.112,CA,anomaly
174.71.228.98,US,anomaly
174.78.203.149,US,anomaly
174.79.36.71,US,normal
174.88.147.48,CA,anomaly
174.89.80.133,CA,normal
174.90.20.59,CA,anomaly
174.91.148.174,CA,anomaly
174.92.76.191,CA,normal
174.95.60.239,CA,normal
174.95.60.239,CA,anomaly
174.96.49.63,US,anomaly
174.97.45.0,US,anomaly
175.100.48.226,KH,anomaly
175.100.87.112,KH,normal
175.101.16.161,IN,normal
175.111.113.22,ID,anomaly
175.111.181.251,PK,anomaly
175.130.97.142,JP,anomaly
175.133.62.72,JP,normal
175.135.61.42,JP,anomaly
175.136.151.238,MY,normal
175.136.220.171,MY,anomaly
175.136.226.58,MY,normal
175.137.113.214,MY,normal
175.137.173.237,MY,anomaly
175.137.80.129,MY,normal
175.138.177.72,MY,anomaly
175.138.32.87,MY,normal
175.138.6.17,MY,normal
175.138.72.128,MY,anomaly
175.138.98.249,MY,anomaly
175.138.98.39,MY,normal
175.139.105.63,MY,anomaly
175.139.105.63,MY,normal
175.139.137.23,MY,anomaly
175.139.21.201,MY,anomaly
175.140.101.202,MY,normal
175.140.177.35,MY,normal
175.140.180.75,MY,anomaly
175.140.239.172,MY,anomaly
175.140.24.18,MY,normal
175.141.102.87,MY,anomaly
175.141.122.11,MY,anomaly
175.141.159.226,MY,normal
175.141.184.51,MY,normal
175.141.3.189,MY,anomaly
175.143.101.65,MY,anomaly
175.143.108.112,MY,normal
175.143.110.165,MY,normal
175.143.112.106,MY,normal
175.143.159.128,MY,anomaly
175.143.219.167,MY,anomaly
175.143.78.105,MY,anomaly
175.144.126.120,MY,normal
175.144.200.168,MY,normal
175.144.250.189,MY,normal
175.144.78.143,MY,normal
175.144.94.145,MY,normal
175.145.179.139,MY,normal
175.145.188.197,MY,anomaly
175.145.222.164,MY,anomaly
175.152.101.74,CN,anomaly
175.156.150.181,SG,normal
175.156.166.125,SG,anomaly
175.156.177.3,SG,anomaly
175.156.211.125,SG,normal
175.156.43.95,SG,normal
175.156.92.140,SG,anomaly
175.157.17.21,LK,normal
175.157.178.182,LK,normal
175.157.18.7,LK,normal
175.157.189.153,LK,anomaly
175.157.229.160,LK,normal
175.157.252.241,LK,anomaly
175.157.67.197,LK,anomaly
175.157.80.209,LK,normal
175.157.98.243,LK,normal
175.158.200.77,PH,anomaly
175.158.200.78,PH,normal
175.167.138.97,CN,anomaly
175.179.147.89,JP,anomaly
175.204.212.36,KR,anomaly
175.223.26.146,KR,normal
175.223.31.134,KR,anomaly
175.223.36.111,KR,normal
175.223.45.107,KR,normal
175.33.132.194,AU,anomaly
175.37.128.9,AU,normal
175.45.116.96,AU,anomaly
176.103.14.253,,anomaly
176.103.215.44,,normal
176.104.36.225,,normal
176.104.40.95,,normal
176.104.50.31,,anomaly
176.105.204.128,,normal
176.105.209.99,,anomaly
176.105.43.50,,anomaly
176.106.150.192,,normal
176.106.5.130,,normal
176.107.177.89,,anomaly
176.108.188.5,,normal
176.108.234.251,,anomaly
176.109.178.139,,anomaly
176.109.192.163,,normal
176.109.224.92,,anomaly
176.109.246.244,,anomaly
176.109.248.170,,anomaly
176.110.14.141,,normal
176.110.46.29,,normal
176.110.96.12,,normal
176.11.8.240,NO,anomaly
176.115.97.175,,normal
176.117.66.194,,normal
176.118.114.103,,anomaly
176.118.154.224,,normal
176.118.50.223,,normal
176.119.104.149,,anomaly
176.119.95.41,,anomaly
176.120.116.79,,anomaly
176.120.213.174,,anomaly
176.12.107.140,GB,normal
176.122.98.4,,anomaly
176.123.6.58,,normal
176.124.118.128,,anomaly
176.124.232.230,,normal
176.127.96.209,,anomaly
176.128.78.186,FR,normal
176.129.121.144,FR,normal
176.136.8.63,FR,anomaly
176.137.20.57,FR,normal
176.138.163.223,FR,normal
176.140.195.162,FR,normal
176.140.88.84,FR,anomaly
176.14.102.158,RU,anomaly
176.14.125.198,RU,anomaly
176.14.153.19,RU,normal
176.14.198.204,RU,anomaly
176.14.206.13,RU,anomaly
176.14.210.186,RU,normal
176.14.212.31,RU,anomaly
176.14.231.231,RU,normal
176.14.238.113,RU,anomaly
176.14.246.174,RU,anomaly
176.14.34.104,RU,anomaly
176.145.97.135,FR,anomaly
176.145.9.79,FR,anomaly
176.147.5.61,FR,anomaly
176.148.182.182,FR,normal
176.149.144.226,FR,normal
176.150.53.215,FR,normal
176.15.230.213,RU,anomaly
176.15.230.213,RU,normal
176.15.250.152,RU,anomaly
176.15.250.63,RU,anomaly
176.15.48.203,RU,anomaly
176.15.62.123,RU,anomaly
176.152.203.88,FR,anomaly
176.154.191.68,FR,normal
176.154.73.214,FR,anomaly
176.155.47.57,FR,anomaly
176.156.21.139,FR,normal
176.156.217.81,FR,anomaly
176.179.151.161,FR,anomaly
176.179.201.131,FR,anomaly
176.184.25.69,FR,anomaly
176.189.71.147,FR,normal
176.192.169.128,RU,normal
176.193.205.95,RU,normal
176.193.98.23,RU,anomaly
176.194.34.218,RU,anomaly
176.195.101.152,RU,normal
176.195.105.22,RU,normal
176.195.112.220,RU,anomaly
176.195.116.207,RU,normal
176.195.117.43,RU,normal
