IP,Country,class
74.135.5.23,US,normal
74.139.253.88,US,anomaly
74.14.185.171,CA,anomaly
74.14.29.185,CA,normal
74.141.153.128,US,normal
74.141.233.206,US,anomaly
74.141.23.65,US,normal
74.15.144.163,CA,normal
74.15.6.92,CA,anomaly
74.178.251.23,US,normal
74.182.47.227,US,anomaly
74.195.250.223,US,normal
74.199.114.33,US,normal
74.199.73.251,US,anomaly
74.200.53.4,US,normal
74.201.226.75,US,normal
74.203.213.240,US,normal
74.203.249.50,US,normal
74.207.237.81,US,anomaly
74.209.58.88,US,anomaly
74.211.32.27,US,anomaly
74.215.36.95,US,normal
74.218.100.58,US,normal
74.220.39.42,US,anomaly
74.221.210.225,US,normal
74.221.255.178,US,normal
74.222.231.210,US,anomaly
74.223.121.106,US,anomaly
74.240.90.19,US,anomaly
74.243.134.162,US,normal
74.255.63.131,US,normal
74.3.123.58,US,normal
74.4.136.167,US,anomaly
74.5.133.230,US,anomaly
74.51.115.116,US,normal
74.51.151.245,US,normal
74.59.180.120,CA,normal
74.59.21.181,CA,anomaly
74.65.205.128,US,anomaly
74.66.141.242,US,normal
74.66.19.68,US,normal
74.73.125.94,US,anomaly
74.73.176.153,US,normal
74.74.164.104,US,anomaly
74.77.176.208,US,normal
74.77.46.47,US,normal
74.77.6.46,US,anomaly
74.78.92.183,US,normal
74.80.20.72,US,normal
74.81.112.66,US,anomaly
74.82.4.46,US,anomaly
74.82.4.72,US,anomaly
74.82.4.81,US,normal
74.82.4.82,US,anomaly
74.82.4.87,US,anomaly
74.83.109.233,US,normal
74.83.205.165,US,anomaly
74.84.67.150,US,anomaly
74.85.192.80,US,normal
74.87.125.242,US,normal
74.87.166.162,US,normal
74.88.19.254,US,normal
74.88.19.254,US,normal
74.88.88.88,US,anomaly
74.92.181.138,US,normal
74.92.88.193,US,normal
74.94.13.250,US,anomaly
74.95.11.37,US,anomaly
74.95.26.129,US,normal
74.95.63.41,US,anomaly
74.96.162.161,US,normal
74.96.183.175,US,normal
74.96.249.181,US,normal
74.96.92.78,US,anomaly
74.99.155.80,US,normal
74.99.161.80,US,normal
75.0.9.157,US,normal
75.100.110.212,US,normal
75.1.109.129,US,normal
75.109.176.78,US,normal
75.109.211.142,US,anomaly
75.109.211.51,US,anomaly
75.109.24.120,US,normal
75.112.42.117,US,anomaly
75.112.65.226,US,anomaly
75.118.168.146,US,normal
75.118.230.136,US,anomaly
75.118.55.178,US,anomaly
75.118.78.8,US,anomaly
75.120.79.55,US,anomaly
75.121.116.242,US,anomaly
75.129.48.169,US,anomaly
75.131.158.149,US,anomaly
75.131.85.2,US,normal
75.132.88.155,US,anomaly
75.133.158.43,US,anomaly
75.134.24.220,US,normal
75.134.90.17,US,normal
75.134.93.80,US,normal
75.135.88.160,US,anomaly
75.136.54.159,US,normal
75.137.169.18,US,normal
75.137.59.143,US,normal
75.138.43.229,US,normal
75.138.71.75,US,normal
75.138.87.168,US,normal
75.139.73.252,US,anomaly
75.140.118.226,US,anomaly
75.140.152.199,US,anomaly
75.142.82.157,US,anomaly
75.144.140.85,US,anomaly
75.144.147.193,US,normal
75.145.171.177,US,anomaly
75.147.16.33,US,normal
75.147.174.65,US,anomaly
75.148.28.161,US,normal
75.149.189.217,US,normal
75.149.227.162,US,normal
75.149.250.145,US,normal
75.150.62.169,US,anomaly
75.155.169.243,CA,normal
75.155.175.132,CA,anomaly
75.155.67.118,CA,normal
75.156.18.12,CA,anomaly
75.156.81.1,CA,anomaly
75.158.237.93,CA,anomaly
75.158.31.9,CA,normal
75.159.146.91,CA,normal
75.16.171.174,US,normal
75.161.115.17,US,normal
75.162.227.123,US,anomaly
75.162.242.202,US,anomaly
75.163.166.213,US,anomaly
75.165.6.216,US,normal
75.166.87.18,US,normal
75.167.199.29,US,normal
75.167.91.89,US,anomaly
75.168.169.57,US,anomaly
75.169.167.67,US,anomaly
75.171.62.199,US,anomaly
75.172.104.60,US,anomaly
75.172.30.123,US,anomaly
75.173.237.123,US,normal
75.173.47.123,US,anomaly
75.174.127.156,US,normal
75.174.127.156,US,anomaly
75.175.11.230,US,normal
75.175.73.69,US,normal
75.179.32.183,US,normal
75.181.145.184,US,normal
75.182.123.184,US,normal
75.182.199.250,US,anomaly
75.183.42.106,US,anomaly
75.183.45.138,US,anomaly
75.185.85.123,US,normal
75.190.102.230,US,normal
75.190.199.206,US,anomaly
75.243.230.145,US,anomaly
75.27.117.211,US,normal
75.33.215.101,US,anomaly
75.36.32.247,US,anomaly
75.37.231.174,US,normal
75.61.132.188,US,normal
75.64.206.44,US,anomaly
75.66.239.39,US,anomaly
75.68.249.104,US,anomaly
75.68.63.86,US,anomaly
75.71.27.85,US,normal
75.73.127.36,US,normal
75.73.190.246,US,anomaly
75.73.68.53,US,normal
75.76.47.223,US,normal
75.76.55.191,US,normal
75.82.218.13,US,anomaly
75.82.254.166,US,normal
75.84.128.24,US,normal
75.85.157.62,US,normal
75.86.66.35,US,normal
75.89.211.188,US,anomaly
75.97.106.141,US,normal
75.99.236.19,US,anomaly
76.10.83.178,US,normal
76.1.83.231,US,normal
76.102.223.249,US,normal
76.102.236.79,US,anomaly
76.103.90.238,US,anomaly
76.105.103.29,US,normal
76.105.154.19,US,anomaly
76.105.89.171,US,normal
76.106.207.14,US,normal
76.106.45.97,US,anomaly
76.107.155.13,US,normal
76.107.190.79,US,anomaly
76.108.248.91,US,anomaly
76.109.60.193,US,anomaly
76.110.5.235,US,anomaly
76.111.208.84,US,anomaly
76.112.208.181,US,normal
76.113.44.92,US,normal
76.115.89.112,US,anomaly
76.118.16.236,US,normal
76.123.254.219,US,normal
76.123.70.77,US,anomaly
76.123.70.77,US,normal
76.123.76.48,US,anomaly
76.124.166.72,US,anomaly
76.124.253.111,US,anomaly
76.126.202.213,US,anomaly
76.126.70.200,US,normal
76.14.230.22,US,anomaly
76.14.6.169,US,anomaly
76.15.62.49,US,anomaly
76.16.7.185,US,normal
76.168.45.186,US,normal
76.169.64.15,US,anomaly
76.170.173.172,US,normal
76.17.173.231,US,normal
76.17.75.233,US,normal
76.17.78.61,US,normal
76.174.179.134,US,anomaly
76.174.29.156,US,anomaly
76.174.87.139,US,normal
76.175.51.199,US,normal
76.175.5.186,US,anomaly
76.175.60.56,US,normal
76.175.82.1,US,normal
76.176.128.105,US,anomaly
76.176.184.210,US,normal
76.176.83.204,US,normal
76.177.21.3,US,normal
76.178.25.156,US,anomaly
76.179.19.54,US,normal
76.184.35.248,US,anomaly
76.185.120.2,US,anomaly
76.185.3.130,US,anomaly
76.185.69.200,US,anomaly
76.186.174.200,US,normal
76.186.43.29,US,normal
76.190.171.138,US,normal
76.199.232.27,US,anomaly
76.206.204.108,US,anomaly
76.21.29.16,US,anomaly
76.215.146.66,US,normal
76.216.143.125,US,normal
76.216.183.147,US,normal
76.217.10.231,US,anomaly
76.217.210.6,US,anomaly
76.217.26.145,US,anomaly
76.218.252.151,US,normal
76.220.40.20,US,normal
76.22.151.12,US,anomaly
76.229.99.101,US,normal
76.231.59.30,US,normal
76.231.81.173,US,anomaly
76.232.185.154,US,normal
76.234.73.229,US,normal
76.236.38.82,US,anomaly
76.238.231.73,US,normal
76.246.225.225,US,normal
76.248.252.215,US,anomaly
76.253.72.203,US,normal
76.28.94.200,US,normal
76.29.118.73,US,anomaly
76.29.141.40,US,normal
76.29.145.11,US,normal
76.31.123.120,US,anomaly
76.31.227.71,US,normal
76.4.155.123,US,anomaly
76.4.34.243,US,normal
76.5.216.165,US,anomaly
76.5.246.62,US,anomaly
76.64.210.215,CA,normal
76.64.52.70,CA,anomaly
76.64.84.248,CA,normal
76.67.107.90,CA,anomaly
76.67.175.4,CA,anomaly
76.70.25.209,CA,normal
76.7.31.178,US,anomaly
76.71.119.170,CA,anomaly
76.71.2.204,CA,normal
76.72.173.179,US,anomaly
76.72.173.179,US,anomaly
76.72.173.179,US,normal
76.72.173.179,US,normal
76.72.173.179,US,anomaly
76.72.173.179,US,anomaly
76.72.173.179,US,anomaly
76.73.141.124,US,anomaly
76.73.213.84,US,normal
76.76.40.91,US,normal
76.8.56.157,US,anomaly
76.8.6.203,US,anomaly
76.84.16.4,US,normal
76.84.41.216,US,normal
76.88.245.125,US,normal
76.89.220.200,US,anomaly
76.89.32.36,US,normal
76.90.58.71,US,anomaly
76.9.217.94,CA,normal
76.9.78.209,US,normal
76.92.172.12,US,normal
76.97.122.128,US,anomaly
76.98.177.91,US,normal
76.99.98.24,US,anomaly
77.100.134.86,GB,anomaly
77.100.196.217,GB,normal
77.10.214.233,DE,anomaly
77.101.113.50,GB,normal
77.101.192.174,GB,anomaly
77.101.225.153,GB,normal
77.101.67.31,GB,anomaly
77.101.75.70,GB,normal
77.102.197.151,GB,normal
77.103.180.48,GB,anomaly
77.105.62.103,RS,normal
77.108.110.26,RU,normal
77.109.48.183,UA,anomaly
77.119.128.68,AT,normal
77.120.133.187,UA,anomaly
77.120.20.4,UA,anomaly
77.120.237.145,UA,normal
77.120.33.191,UA,anomaly
77.120.39.172,UA,anomaly
77.12.200.2,DE,normal
77.121.193.71,UA,normal
77.121.245.99,UA,anomaly
77.121.81.194,UA,anomaly
77.122.101.165,UA,anomaly
77.122.104.111,UA,anomaly
77.122.104.229,UA,anomaly
77.122.90.182,UA,normal
77.123.162.11,UA,normal
77.123.162.248,UA,anomaly
77.123.176.61,UA,normal
77.123.181.69,UA,normal
77.123.185.159,UA,normal
77.123.187.186,UA,anomaly
77.123.190.138,UA,anomaly
77.123.43.195,UA,normal
77.123.64.112,UA,anomaly
77.123.79.218,UA,anomaly
77.123.84.137,UA,anomaly
77.124.55.49,IL,anomaly
77.125.1.129,IL,normal
77.130.222.51,FR,anomaly
77.134.17.118,FR,normal
77.139.128.118,FR,normal
77.145.90.106,FR,anomaly
77.146.171.18,FR,normal
77.147.182.192,FR,anomaly
77.149.106.234,FR,normal
77.149.208.152,FR,anomaly
77.150.137.146,FR,normal
77.150.31.42,FR,normal
77.152.238.98,FR,anomaly
77.152.78.6,FR,anomaly
77.154.202.39,FR,normal
77.154.204.155,FR,anomaly
77.158.24.248,FR,normal
77.158.31.28,FR,anomaly
77.158.41.6,FR,anomaly
77.160.153.161,NL,normal
77.161.245.135,NL,anomaly
77.162.144.209,NL,normal
77.162.203.60,NL,normal
77.164.111.185,NL,normal
77.165.127.163,NL,normal
77.166.163.77,NL,normal
77.169.241.40,NL,anomaly
77.181.13.115,DE,normal
77.181.27.199,DE,anomaly
77.182.54.179,DE,normal
77.185.238.219,DE,normal
77.186.199.200,DE,anomaly
77.195.93.152,FR,anomaly
77.198.144.35,FR,normal
77.20.248.30,DE,normal
77.201.172.83,FR,normal
77.204.51.228,FR,anomaly
77.213.6.62,DK,anomaly
77.218.252.237,SE,normal
77.219.154.146,LT,normal
77.22.129.54,DE,normal
77.222.130.57,UA,anomaly
77.222.139.89,UA,anomaly
77.222.158.191,UA,anomaly
77.222.158.191,UA,anomaly
77.224.114.6,ES,normal
77.230.181.251,ES,anomaly
77.232.152.131,RU,anomaly
77.234.44.159,DE,anomaly
77.235.105.200,MD,normal
77.236.206.165,CZ,normal
77.236.79.222,RU,normal
77.236.79.222,RU,normal
77.238.22.151,IT,anomaly
77.243.183.10,EU,anomaly
77.243.183.10,EU,normal
77.243.183.10,EU,anomaly
77.243.183.9,EU,anomaly
77.245.179.103,CH,anomaly
77.246.52.155,ZW,normal
77.249.179.183,NL,normal
77.249.192.122,NL,normal
77.251.158.240,NL,anomaly
77.26.195.123,ES,anomaly
77.28.173.206,MK,anomaly
77.28.189.45,MK,normal
77.28.247.80,MK,normal
77.29.114.95,MK,normal
77.29.115.27,MK,normal
77.29.197.132,MK,normal
77.30.198.129,SA,normal
77.30.218.207,SA,normal
77.30.223.211,SA,normal
77.3.172.12,DE,normal
77.3.210.141,DE,normal
77.34.176.198,RU,anomaly
77.35.179.82,RU,normal
77.35.35.3,RU,normal
77.37.166.249,RU,normal
77.37.182.126,RU,anomaly
77.37.220.63,RU,anomaly
77.37.220.63,RU,normal
77.37.220.95,RU,anomaly
77.37.221.35,RU,normal
77.37.240.235,RU,anomaly
77.45.171.193,RU,normal
77.51.67.33,RU,normal
77.52.194.43,UA,anomaly
77.52.96.58,UA,normal
77.53.134.98,SE,normal
77.53.243.211,SE,normal
77.58.150.87,CH,normal
77.58.46.244,CH,anomaly
77.60.183.210,NL,anomaly
77.6.123.2,DE,normal
77.66.48.169,DK,normal
77.68.246.15,DK,normal
77.68.251.106,DK,anomaly
77.7.81.31,DE,anomaly
77.71.218.205,MT,anomaly
77.71.226.13,MT,normal
77.73.9.103,GB,normal
77.75.77.200,CZ,anomaly
77.78.25.62,BG,normal
77.78.85.173,CZ,normal
77.79.58.250,LT,anomaly
77.8.118.178,DE,normal
77.8.200.48,DE,anomaly
77.81.109.157,RO,anomaly
77.85.135.76,BG,normal
77.85.197.126,BG,anomaly
77.87.9.209,LT,normal
77.88.202.203,UA,anomaly
77.88.207.115,UA,anomaly
77.91.136.176,UA,normal
77.91.174.153,UA,normal
77.93.41.138,UA,normal
77.93.47.204,UA,anomaly
77.96.114.28,GB,anomaly
77.96.135.87,GB,normal
77.96.135.87,GB,anomaly
78.100.193.45,QA,normal
78.100.83.234,QA,anomaly
78.10.209.14,PL,normal
78.101.67.125,QA,anomaly
78.101.75.250,QA,anomaly
78.101.89.90,QA,normal
78.110.76.65,BH,anomaly
78.111.159.110,RU,anomaly
78.111.185.121,UA,normal
78.111.186.198,UA,anomaly
78.111.186.25,UA,anomaly
78.111.187.228,UA,anomaly
78.111.187.231,UA,anomaly
78.111.187.81,UA,anomaly
78.111.189.144,UA,normal
78.111.190.41,UA,normal
78.111.190.83,UA,normal
78.116.6.17,FR,anomaly
78.126.141.139,FR,normal
78.129.136.177,GB,anomaly
78.132.106.161,AT,normal
78.137.56.72,UA,normal
78.138.228.176,SA,anomaly
78.140.58.40,RU,normal
78.144.227.243,GB,anomaly
78.144.249.69,GB,anomaly
78.144.85.233,GB,anomaly
78.147.208.61,GB,anomaly
78.148.128.114,GB,normal
78.148.143.197,GB,normal
78.148.143.197,GB,anomaly
78.148.172.86,GB,normal
78.148.189.196,GB,normal
78.149.129.1,GB,anomaly
78.149.46.197,GB,normal
78.15.134.208,IT,normal
78.151.219.195,GB,anomaly
78.154.174.170,UA,anomaly
78.157.10.182,MK,normal
78.157.11.188,MK,normal
78.157.199.118,GB,anomaly
78.157.199.84,GB,anomaly
78.157.84.23,LT,normal
78.159.206.29,IT,normal
78.159.32.75,UA,normal
78.159.54.154,UA,anomaly
78.16.53.120,IE,normal
78.162.109.145,TR,normal
78.162.245.127,TR,normal
78.163.63.118,TR,normal
78.165.199.105,TR,normal
78.167.188.83,TR,normal
78.168.15.203,TR,anomaly
78.17.2.136,IE,normal
78.17.214.34,IE,anomaly
78.17.244.106,IE,anomaly
78.173.202.90,TR,anomaly
78.174.180.6,TR,normal
78.174.229.28,TR,anomaly
78.174.78.112,TR,anomaly
78.174.82.61,TR,normal
78.175.228.231,TR,normal
78.178.41.150,TR,anomaly
78.18.212.193,IE,normal
78.18.245.195,IE,normal
78.183.13.75,TR,anomaly
78.183.197.45,TR,normal
78.184.147.58,TR,anomaly
78.184.231.224,TR,anomaly
78.184.55.93,TR,normal
78.186.106.53,TR,anomaly
78.187.216.252,TR,anomaly
78.187.3.24,TR,normal
78.191.10.115,TR,anomaly
78.191.104.35,TR,anomaly
78.192.84.102,FR,anomaly
78.193.112.209,FR,anomaly
78.193.176.102,FR,normal
78.193.184.32,FR,normal
78.197.106.210,FR,anomaly
78.198.172.78,FR,normal
78.20.80.7,BE,normal
78.203.156.73,FR,anomaly
78.210.0.252,FR,anomaly
78.212.155.30,FR,normal
78.213.1.24,FR,normal
78.214.187.228,FR,anomaly
78.215.77.226,FR,anomaly
78.216.28.222,FR,anomaly
78.220.138.168,FR,normal
78.222.0.208,FR,normal
78.222.112.98,FR,normal
78.222.112.98,FR,normal
78.222.230.243,FR,anomaly
78.224.173.168,FR,normal
78.226.132.133,FR,normal
78.228.172.34,FR,normal
78.228.98.40,FR,anomaly
78.228.98.40,FR,anomaly
78.230.184.141,FR,anomaly
78.230.184.141,FR,normal
78.230.71.7,FR,anomaly
78.23.43.200,BE,anomaly
78.231.235.68,FR,normal
78.232.16.111,FR,anomaly
78.233.58.124,FR,normal
78.236.62.55,FR,normal
78.237.112.216,FR,anomaly
78.237.44.120,FR,normal
78.238.179.220,FR,normal
78.239.72.190,FR,normal
78.240.155.83,FR,normal
78.242.131.44,FR,anomaly
78.242.96.8,FR,anomaly
78.244.132.10,FR,normal
78.248.156.210,FR,normal
78.249.104.134,FR,normal
78.250.231.84,FR,normal
78.25.121.136,RU,normal
78.25.123.174,RU,normal
78.25.123.233,RU,normal
78.25.39.55,UA,normal
78.25.5.176,UA,normal
78.25.63.106,UA,anomaly
78.251.6.124,FR,normal
78.252.169.3,FR,anomaly
78.26.130.15,UA,normal
78.27.157.98,UA,normal
78.27.178.34,UA,anomaly
78.29.111.113,RU,normal
78.29.194.109,BE,anomaly
78.29.212.78,BE,anomaly
78.30.156.104,RS,normal
78.32.139.239,GB,anomaly
78.33.212.249,GB,normal
78.35.13.176,DE,normal
78.39.101.186,IR,anomaly
78.40.0.4,MK,normal
78.42.44.14,DE,anomaly
78.43.189.233,DE,normal
78.43.41.46,DE,normal
78.43.41.81,DE,normal
78.43.43.26,DE,normal
78.46.156.169,DE,anomaly
78.46.156.169,DE,normal
78.46.156.169,DE,normal
78.46.156.169,DE,normal
78.46.156.169,DE,normal
78.46.156.169,DE,anomaly
78.46.156.169,DE,normal
78.46.156.169,DE,anomaly
78.46.156.169,DE,anomaly
78.46.156.169,DE,normal
78.46.156.169,DE,normal
78.46.156.169,DE,anomaly
78.46.156.169,DE,anomaly
78.46.156.169,DE,anomaly
78.46.156.169,DE,anomaly
78.46.30.41,DE,anomaly
78.54.152.45,DE,normal
78.54.181.216,DE,normal
78.54.32.224,DE,anomaly
78.56.152.17,LT,normal
78.56.85.232,LT,anomaly
78.56.85.232,LT,normal
78.56.85.232,LT,anomaly
78.56.85.232,LT,anomaly
78.56.85.232,LT,anomaly
78.56.85.232,LT,normal
78.56.85.232,LT,anomaly
78.56.85.232,LT,anomaly
78.56.85.232,LT,normal
78.56.85.232,LT,normal
78.56.86.231,LT,normal
78.57.215.9,LT,normal
78.57.222.98,LT,anomaly
78.58.107.18,LT,normal
78.58.162.45,LT,anomaly
78.60.208.212,LT,normal
78.61.0.124,LT,normal
78.61.159.22,LT,anomaly
78.61.195.249,LT,anomaly
78.62.72.142,LT,normal
78.62.74.150,LT,normal
78.71.30.59,SE,normal
78.8.82.38,PL,normal
78.83.220.255,BG,normal
78.84.137.149,LV,normal
78.84.167.211,LV,normal
78.84.167.211,LV,anomaly
78.85.243.195,RU,anomaly
78.85.4.247,RU,anomaly
78.87.42.159,GR,anomaly
78.9.185.56,PL,anomaly
78.9.185.56,PL,normal
78.9.185.56,PL,anomaly
78.9.185.56,PL,anomaly
78.92.56.38,HU,normal
78.95.117.61,RO,normal
78.95.195.114,RO,normal
78.95.36.200,RO,normal
78.96.65.14,RO,anomaly
78.96.65.14,RO,normal
78.97.244.50,RO,anomaly
78.98.10.213,SK,anomaly
78.98.151.220,SK,normal
78.99.240.196,SK,normal
79.100.202.97,BG,normal
79.100.206.86,BG,anomaly
79.1.111.248,IT,anomaly
79.101.145.159,RS,anomaly
79.103.82.144,GR,normal
79.106.109.189,AL,normal
79.106.95.49,AL,normal
79.107.143.187,GR,anomaly
79.109.112.130,ES,anomaly
79.111.163.220,RU,anomaly
79.112.166.252,RO,normal
79.113.51.33,RO,normal
79.119.244.212,RO,normal
79.119.244.212,RO,anomaly
79.119.28.44,RO,normal
79.121.200.176,GB,anomaly
79.124.98.187,PL,normal
79.125.188.176,MK,anomaly
79.126.213.248,MK,anomaly
79.129.168.236,GR,normal
79.130.174.102,GR,anomaly
79.130.177.253,GR,anomaly
79.133.145.189,RU,anomaly
79.133.47.140,DE,normal
79.134.7.99,RU,normal
79.137.150.104,RU,normal
79.137.150.114,RU,anomaly
79.137.150.130,RU,normal
79.137.150.153,RU,anomaly
79.137.150.155,RU,anomaly
79.137.150.180,RU,anomaly
79.137.150.196,RU,normal
79.137.150.203,RU,anomaly
79.137.150.221,RU,normal
79.137.150.225,RU,normal
79.137.150.237,RU,normal
79.137.150.243,RU,normal
79.137.150.245,RU,normal
79.137.150.25,RU,anomaly
79.137.150.47,RU,normal
79.137.150.81,RU,anomaly
79.137.181.113,RU,anomaly
79.137.181.114,RU,anomaly
79.137.181.140,RU,normal
79.137.181.156,RU,normal
79.137.181.161,RU,anomaly
79.137.181.166,RU,normal
79.137.181.166,RU,anomaly
79.137.181.17,RU,anomaly
79.137.181.185,RU,normal
79.137.181.199,RU,normal
79.137.181.1,RU,anomaly
79.137.181.211,RU,normal
79.137.181.218,RU,anomaly
79.137.181.240,RU,normal
79.137.181.42,RU,normal
79.137.181.54,RU,normal
79.137.181.55,RU,normal
79.137.181.66,RU,normal
79.137.181.67,RU,anomaly
79.137.181.96,RU,normal
79.137.181.99,RU,anomaly
79.138.133.165,SE,normal
79.140.243.225,RU,normal
79.140.97.138,RU,normal
79.143.34.170,UA,anomaly
79.143.45.50,UA,anomaly
79.144.46.221,ES,anomaly
79.151.114.81,ES,anomaly
79.151.35.234,ES,normal
79.154.78.51,ES,normal
79.156.3.166,ES,normal
79.164.122.180,RU,normal
79.164.122.180,RU,normal
79.164.132.175,RU,anomaly
79.165.16.135,RU,anomaly
79.165.61.28,RU,anomaly
79.166.242.150,GR,normal
79.169.231.106,PT,normal
79.17.112.222,IT,normal
79.171.53.72,AL,anomaly
79.173.12.147,PL,normal
79.176.43.120,IL,anomaly
79.177.105.25,IL,normal
79.178.140.92,IL,anomaly
79.178.45.225,IL,anomaly
79.18.222.157,IT,normal
79.184.80.80,PL,anomaly
79.185.221.198,PL,anomaly
79.191.174.201,PL,anomaly
79.194.91.244,DE,anomaly
79.195.217.37,DE,normal
79.204.248.248,DE,normal
79.210.145.97,DE,anomaly
79.210.224.244,DE,anomaly
79.211.10.9,DE,normal
79.214.34.137,DE,anomaly
79.220.109.158,DE,anomaly
79.22.204.94,IT,normal
79.221.63.152,DE,normal
79.225.225.59,DE,anomaly
79.228.208.10,DE,normal
79.229.78.88,DE,anomaly
79.233.123.130,DE,anomaly
79.233.215.234,DE,anomaly
79.233.91.3,DE,anomaly
79.234.25.40,DE,anomaly
79.234.56.195,DE,anomaly
79.239.150.128,DE,normal
79.240.215.165,DE,normal
79.241.47.215,DE,anomaly
79.242.17.6,DE,normal
79.244.58.202,DE,anomaly
79.248.233.195,DE,anomaly
79.249.90.55,DE,anomaly
79.255.21.97,DE,normal
79.26.157.234,IT,anomaly
79.26.165.182,IT,anomaly
79.30.147.251,IT,normal
79.3.90.55,IT,normal
79.46.99.11,IT,anomaly
79.47.115.191,IT,normal
79.51.255.175,IT,anomaly
79.53.81.216,IT,normal
79.6.37.215,IT,anomaly
79.64.121.187,GB,anomaly
79.64.128.240,GB,normal
79.64.161.108,GB,anomaly
79.66.137.9,GB,anomaly
79.66.137.9,GB,anomaly
79.67.107.230,GB,normal
79.67.14.39,GB,normal
79.67.95.23,GB,normal
79.68.161.43,GB,anomaly
79.68.171.99,GB,normal
79.68.186.210,GB,anomaly
79.68.229.114,GB,normal
79.68.241.66,GB,anomaly
79.70.85.154,GB,normal
79.70.96.140,GB,anomaly
79.7.148.57,IT,anomaly
79.71.226.185,GB,anomaly
79.71.80.211,GB,normal
79.73.194.56,GB,normal
79.75.219.24,GB,anomaly
79.75.99.3,GB,anomaly
79.76.83.170,GB,anomaly
79.77.55.10,GB,normal
79.77.62.236,GB,normal
79.77.74.21,GB,normal
79.78.53.69,GB,anomaly
79.79.234.42,GB,normal
79.79.79.150,GB,anomaly
79.80.70.30,FR,normal
79.82.214.20,FR,normal
79.83.156.149,FR,normal
79.88.236.187,FR,normal
79.91.116.160,FR,anomaly
79.97.46.137,IE,normal
80.0.72.236,GB,normal
80.1.163.66,GB,normal
80.102.29.216,ES,anomaly
80.106.105.2,GR,normal
80.106.143.188,GR,normal
80.110.77.111,AT,anomaly
80.111.209.119,AT,anomaly
80.113.175.227,NL,anomaly
80.113.37.46,NL,normal
80.114.231.60,NL,anomaly
80.119.109.62,FR,anomaly
80.12.102.148,FR,anomaly
80.12.33.66,FR,anomaly
80.12.34.0,FR,normal
80.12.35.79,FR,anomaly
80.12.37.26,FR,anomaly
80.12.38.184,FR,anomaly
80.12.38.236,FR,anomaly
80.12.42.246,FR,normal
80.12.43.177,FR,anomaly
80.12.58.37,FR,normal
80.12.59.148,FR,normal
80.12.59.156,FR,anomaly
80.12.59.180,FR,anomaly
80.12.59.231,FR,anomaly
80.12.59.244,FR,anomaly
80.12.59.2,FR,normal
80.12.63.187,FR,anomaly
80.12.63.229,FR,normal
80.130.64.229,DE,anomaly
80.132.1.247,DE,normal
80.134.29.202,DE,normal
80.136.127.160,DE,normal
80.143.217.132,DE,normal
80.144.61.67,DE,normal
80.145.36.177,DE,normal
80.147.145.182,DE,normal
80.15.210.97,FR,anomaly
80.154.98.131,DE,normal
80.156.24.165,DE,normal
80.161.55.155,DK,anomaly
80.168.218.99,GB,normal
80.178.92.158,IL,normal
80.187.109.27,DE,normal
80.187.119.1,DE,anomaly
80.187.122.248,DE,normal
80.187.123.43,DE,normal
80.187.96.177,DE,normal
80.187.99.27,DE,normal
80.189.218.211,GB,anomaly
80.189.218.211,GB,normal
80.192.231.159,GB,anomaly
80.192.248.127,GB,normal
80.193.114.10,GB,anomaly
80.193.116.82,GB,normal
80.193.32.146,GB,anomaly
80.193.47.190,GB,normal
80.195.168.120,GB,anomaly
80.195.222.122,GB,anomaly
80.195.28.152,GB,normal
80.200.143.130,BE,anomaly
80.2.44.122,GB,normal
80.201.42.56,BE,anomaly
80.214.112.158,FR,normal
80.214.119.171,FR,normal
80.214.121.14,FR,anomaly
80.214.69.186,FR,normal
80.214.73.198,FR,normal
80.214.76.197,FR,anomaly
80.214.77.131,FR,normal
80.215.128.35,FR,normal
80.215.130.13,FR,normal
80.215.14.137,FR,anomaly
80.215.161.142,FR,normal
80.215.163.245,FR,anomaly
80.215.166.233,FR,normal
80.215.170.93,FR,anomaly
80.215.180.211,FR,anomaly
80.215.198.41,FR,anomaly
80.215.231.31,FR,anomaly
80.215.47.168,FR,normal
80.215.72.33,FR,normal
80.215.77.245,FR,anomaly
80.216.47.152,SE,normal
80.217.94.195,SE,normal
80.218.90.99,CH,anomaly
80.227.199.14,AE,normal
80.229.101.214,GB,normal
80.229.168.7,GB,normal
80.229.25.71,GB,normal
80.229.62.48,GB,normal
80.231.240.145,EU,normal
80.234.142.246,GB,normal
80.234.39.167,RU,anomaly
80.235.38.182,EE,anomaly
80.235.83.95,EE,anomaly
80.240.172.92,PL,anomaly
80.243.181.33,GB,anomaly
80.245.117.194,UA,normal
80.248.68.70,TG,normal
80.249.234.27,UA,anomaly
80.252.135.198,RU,normal
80.253.197.145,ES,anomaly
80.253.24.30,RU,anomaly
80.26.187.167,ES,anomaly
80.30.190.112,ES,normal
80.30.82.83,ES,anomaly
80.3.14.35,GB,normal
80.32.100.68,ES,normal
80.41.95.206,GB,anomaly
80.41.95.206,GB,anomaly
80.42.187.222,GB,anomaly
80.43.127.158,GB,normal
80.43.148.31,GB,anomaly
80.43.84.175,GB,anomaly
80.47.26.211,GB,normal
80.48.66.135,PL,anomaly
80.5.88.48,GB,normal
80.5.88.70,GB,normal
80.58.152.113,ES,anomaly
80.60.40.192,NL,normal
80.6.113.130,GB,normal
80.6.227.185,GB,normal
80.62.116.16,DK,anomaly
80.62.117.13,DK,normal
